source	target	weight
FGF6	SERPINA4	0.705828867177285
PRSS58	SERPINA4	0.705828867177285
OR1B1	SERPINA4	0.705828867177285
BPESC1	SERPINA4	0.707224341481602
LOC100129427	SERPINA4	0.705828867177285
C1orf127	ZNRF4	1
TNNC1	ZNRF4	1
LINC00619	IL17C	1
OTOP3	IL17C	1
FOLR3	IL17C	1
DEFB125	IL17C	1
KRT76	IL17C	1
GM140	IL17C	1
LINC00301	IL17C	1
HAND2	KRTAP10-11	0.906502106959846
OR6N1	KRTAP10-11	0.908421943346342
LOC442497	KRTAP10-11	1
SLC25A47	KRTAP10-11	1
BIRC8	SNORD19	0.855970094010449
LCE2A	SNORD19	1
ALPPL2	NLRP7	0.771831494989591
C10orf91	NLRP7	0.771831494989591
CD300C	NLRP7	0.771831494989591
HLA-DQA2	NLRP7	0.771831494989591
MIR663B	NLRP7	0.771831494989591
MOGAT2	NLRP7	0.771831494989591
OR4E2	NLRP7	0.771831494989591
OR4K13	NLRP7	0.771831494989591
OR6Y1	NLRP7	0.771831494989591
PCGEM1	NLRP7	0.771831494989591
AA06	NLRP7	0.771831494989591
KRTAP3-1	NLRP7	0.771831494989591
MIR378C	NLRP7	0.771831494989591
NR0B2	NLRP7	0.771831494989591
OR2Y1	NLRP7	0.771831494989591
OR3A3	NLRP7	0.771831494989591
SERPINA5	NLRP7	0.771831494989591
FEZF1-AS1	NLRP7	0.771831494989591
FLJ46300	NLRP7	0.771831494989591
LILRB5	NLRP7	0.771831494989591
HS3ST6	NLRP7	0.771831494989591
OR6C65	NLRP7	0.771831494989591
GJA10	NLRP7	0.771831494989591
MSC	NLRP7	0.771831494989591
PAX2	NLRP7	0.771831494989591
NKX3-2	NLRP7	0.771831494989591
GTSF1L	NLRP7	0.771831494989591
OR56B4	NLRP7	0.771831494989591
MAGEA2	NLRP7	0.771831494989591
C15orf53	NLRP7	0.771831494989591
KRT16P3	NLRP7	0.771831494989591
OR2C3	NLRP7	0.771831494989591
MNX1	NLRP7	0.771831494989591
OR6C74	NLRP7	0.771831494989591
UBASH3A	NLRP7	0.771831494989591
C20orf141	NLRP7	0.771831494989591
LCE6A	NLRP7	0.771831494989591
KRTAP10-2	NLRP7	0.771831494989591
DNAJB8	NLRP7	0.771831494989591
SNAR-C3	NLRP7	0.771831494989591
DMRTA2	NLRP7	0.771831494989591
MRGPRG	NLRP7	0.771831494989591
SNORD116-1	NLRP7	0.771831494989592
OPN1MW	NLRP7	0.771831494989591
CLDN8	NLRP7	0.771831494989591
SLC2A7	NLRP7	0.771831494989591
MBD3L2	NLRP7	0.771831494989591
IFNA7	NLRP7	0.771831494989591
LOC285768	NLRP7	0.771831494989591
C6orf222	NLRP7	0.771831494989591
C11orf21	NLRP7	0.771831494989591
SOHLH1	NLRP7	0.771831494989591
KRT32	NLRP7	0.771831494989591
CLEC4F	NLRP7	0.771831494989591
SERPINA12	NLRP7	0.771831494989591
IRG1	NLRP7	0.771831494989591
MAGEB18	NLRP7	0.771831494989591
RBBP8NL	NLRP7	0.771831494989591
C7orf34	NLRP7	0.771831494989591
TWIST2	NLRP7	0.771831494989591
OR2T35	NLRP7	0.771831494989591
MAS1L	NLRP7	0.771831494989591
LOC340073	NLRP7	0.771831494989591
OR8U1	NLRP7	0.771831494989591
LINC00160	NLRP7	0.771831494989591
CD177	NLRP7	0.771831494989591
FGF19	NLRP7	0.771831494989591
CXCR3	NLRP7	0.771831494989591
TEX19	NLRP7	0.771831494989591
FOXE3	NLRP7	0.771831494989591
THBD	NLRP7	0.771831494989591
APOA4	NLRP7	0.771831494989591
CCL11	NLRP7	0.771831494989591
MIR3648	NLRP7	0.771831494989591
LINC00111	SAA3P	1
CSAG1	SAA3P	1
VAV3-AS1	SAA3P	1
GDF2	LMX1A	0.745343226061393
LOC100507334	LOC100505545	1
CCDC166	LOC100505545	1
C17orf105	LOC100505545	1
C1orf200	LOC100505545	0.961132169736395
MRGPRD	LOC100505545	0.944536060868008
SIGLEC6	MIR4639	1
OR6C3	MIR4639	1
ALPPL2	ANKRD63	1
C10orf91	ANKRD63	1
CD300C	ANKRD63	1
HLA-DQA2	ANKRD63	1
MIR663B	ANKRD63	1
MOGAT2	ANKRD63	1
OR4E2	ANKRD63	1
OR4K13	ANKRD63	1
OR6Y1	ANKRD63	1
PCGEM1	ANKRD63	1
AA06	ANKRD63	1
KRTAP3-1	ANKRD63	1
MIR378C	ANKRD63	1
NR0B2	ANKRD63	1
OR2Y1	ANKRD63	1
OR3A3	ANKRD63	1
SERPINA5	ANKRD63	1
FEZF1-AS1	ANKRD63	1
FLJ46300	ANKRD63	1
LILRB5	ANKRD63	1
HS3ST6	ANKRD63	1
OR6C65	ANKRD63	1
GJA10	ANKRD63	1
MSC	ANKRD63	1
PAX2	ANKRD63	1
NKX3-2	ANKRD63	1
GTSF1L	ANKRD63	1
OR56B4	ANKRD63	1
MAGEA2	ANKRD63	1
C15orf53	ANKRD63	1
KRT16P3	ANKRD63	1
OR2C3	ANKRD63	1
MNX1	ANKRD63	1
OR6C74	ANKRD63	1
UBASH3A	ANKRD63	1
C20orf141	ANKRD63	1
LCE6A	ANKRD63	1
KRTAP10-2	ANKRD63	1
DNAJB8	ANKRD63	1
RNF186	ANKRD63	0.822726449762986
RDH8	ANKRD63	0.819663920856507
SNAR-C3	ANKRD63	1
DMRTA2	ANKRD63	1
CDX1	ANKRD63	0.791730919238942
MRGPRG	ANKRD63	1
SNORD116-1	ANKRD63	1
OPN1MW	ANKRD63	1
CLDN8	ANKRD63	1
SLC2A7	ANKRD63	1
MBD3L2	ANKRD63	1
IFNA7	ANKRD63	1
LOC285768	ANKRD63	1
C6orf222	ANKRD63	1
C11orf21	ANKRD63	1
SOHLH1	ANKRD63	1
SSTR4	ANKRD63	0.760747412543046
KRT32	ANKRD63	1
CLEC4F	ANKRD63	1
SERPINA12	ANKRD63	1
IRG1	ANKRD63	1
MAGEB18	ANKRD63	1
RBBP8NL	ANKRD63	1
C7orf34	ANKRD63	1
TWIST2	ANKRD63	1
KRT72	ANKRD63	0.83560556587303
OR2T35	ANKRD63	1
MAS1L	ANKRD63	1
LOC340073	ANKRD63	1
OR8U1	ANKRD63	1
SERPINB11	ANKRD63	0.769122231889688
LINC00160	ANKRD63	1
CD177	ANKRD63	1
FGF19	ANKRD63	1
CXCR3	ANKRD63	1
TEX19	ANKRD63	1
DCAF8L1	ANKRD63	0.834989034623217
FOXE3	ANKRD63	1
THBD	ANKRD63	1
APOA4	ANKRD63	1
CCL11	ANKRD63	1
MIR3648	ANKRD63	1
NLRP7	ANKRD63	0.771831494989591
OR7G1	OR1M1	1
MIR598	LYZL6	0.741270683662707
SNORD18A	LYZL6	0.741270683662707
SNORD73A	MIRLET7I	0.753940364726261
MIR4453	MIR29C	1
HAND2	TFAP2D	0.906502106959846
OR6N1	TFAP2D	0.908421943346342
LOC442497	TFAP2D	1
SLC25A47	TFAP2D	1
KRTAP10-11	TFAP2D	1
MIR181B2	MIR181A2	0.745864668809192
RAB9BP1	MIR181A2	0.745864668809192
UGT1A3	MIR181A2	0.745864668809192
UGT1A4	MIR181A2	0.745864668809192
LOC344887	MIR181A2	0.745864668809192
MIR4999	MIR3619	0.713199733619085
IFNA8	MIR3619	0.713199733619085
OR56A5	HMHB1	0.821237764278686
OR6C68	HMHB1	1
CSN3	HMHB1	0.923851751159916
HOXC-AS5	HMHB1	1
MIR5680	SNORD113-2	1
KRT85	FGFBP1	1
LOC286442	FGFBP1	1
LINC00332	FGFBP1	1
MIR190A	FGFBP1	1
AMY1C	FGFBP1	0.9063406303398
TPRX1	FGFBP1	1
FLJ41350	FGFBP1	1
NEU2	FGFBP1	1
SMR3B	FGFBP1	1
GNGT1	FGFBP1	1
GNGT2	FGFBP1	1
MIR3913-2	FGFBP1	1
PRSS56	FGFBP1	1
SIT1	FGFBP1	0.90631724883747
KRTAP9-1	FGFBP1	0.88940502254744
OR7C2	FGFBP1	1
FGF6	FGFBP1	1
HNF4A	FGFBP1	0.917830331930116
ACTL9	FGFBP1	0.931372805858233
PRSS58	FGFBP1	1
OR1B1	FGFBP1	1
LOC400620	FGFBP1	0.955568442569263
LOC100129427	FGFBP1	1
MAS1	FGFBP1	0.76478198234724
PLA2G2F	FGFBP1	0.786239652139901
SERPINA4	FGFBP1	0.705828867177285
LOC440117	SNORD4B	1
IFNA6	SNORD4B	1
MIR4691	SNORA70D	1
MIR4271	SNORD85	1
MYF6	SNORD85	1
LOC388553	SNORD85	1
KRTAP9-4	SNORD85	1
IL17F	SNORD85	0.747174559303821
ALPPL2	GNG8	0.70011844740708
C10orf91	GNG8	0.70011844740708
CD300C	GNG8	0.70011844740708
HLA-DQA2	GNG8	0.70011844740708
MIR663B	GNG8	0.70011844740708
MOGAT2	GNG8	0.70011844740708
OR4E2	GNG8	0.70011844740708
OR4K13	GNG8	0.70011844740708
OR6Y1	GNG8	0.70011844740708
PCGEM1	GNG8	0.70011844740708
PLA2G12B	GNG8	0.712878027293385
AA06	GNG8	0.70011844740708
KRTAP3-1	GNG8	0.70011844740708
MIR378C	GNG8	0.70011844740708
NR0B2	GNG8	0.70011844740708
OR2Y1	GNG8	0.70011844740708
OR3A3	GNG8	0.70011844740708
SERPINA5	GNG8	0.70011844740708
FEZF1-AS1	GNG8	0.70011844740708
FLJ46300	GNG8	0.70011844740708
LILRB5	GNG8	0.70011844740708
HS3ST6	GNG8	0.70011844740708
OR6C65	GNG8	0.70011844740708
GJA10	GNG8	0.70011844740708
MSC	GNG8	0.70011844740708
PAX2	GNG8	0.70011844740708
NKX3-2	GNG8	0.70011844740708
GTSF1L	GNG8	0.70011844740708
OR56B4	GNG8	0.70011844740708
MAGEA2	GNG8	0.70011844740708
C15orf53	GNG8	0.70011844740708
KRT16P3	GNG8	0.70011844740708
OR2C3	GNG8	0.70011844740708
MNX1	GNG8	0.70011844740708
OR6C74	GNG8	0.70011844740708
UBASH3A	GNG8	0.70011844740708
C20orf141	GNG8	0.70011844740708
LCE6A	GNG8	0.70011844740708
KRTAP10-2	GNG8	0.70011844740708
DNAJB8	GNG8	0.70011844740708
SNAR-C3	GNG8	0.70011844740708
DMRTA2	GNG8	0.70011844740708
MRGPRG	GNG8	0.70011844740708
SNORD116-1	GNG8	0.70011844740708
OPN1MW	GNG8	0.70011844740708
CLDN8	GNG8	0.70011844740708
SLC2A7	GNG8	0.70011844740708
MBD3L2	GNG8	0.70011844740708
IFNA7	GNG8	0.70011844740708
LOC285768	GNG8	0.70011844740708
C6orf222	GNG8	0.70011844740708
C11orf21	GNG8	0.70011844740708
SOHLH1	GNG8	0.70011844740708
KRT32	GNG8	0.70011844740708
CLEC4F	GNG8	0.70011844740708
SERPINA12	GNG8	0.70011844740708
IRG1	GNG8	0.70011844740708
MAGEB18	GNG8	0.70011844740708
RBBP8NL	GNG8	0.70011844740708
C7orf34	GNG8	0.70011844740708
TWIST2	GNG8	0.70011844740708
OR2T35	GNG8	0.70011844740708
MAS1L	GNG8	0.70011844740708
LOC340073	GNG8	0.70011844740708
OR8U1	GNG8	0.70011844740708
LINC00160	GNG8	0.70011844740708
CD177	GNG8	0.70011844740708
FGF19	GNG8	0.70011844740708
CXCR3	GNG8	0.70011844740708
TEX19	GNG8	0.70011844740708
FOXE3	GNG8	0.70011844740708
THBD	GNG8	0.70011844740708
APOA4	GNG8	0.70011844740708
CCL11	GNG8	0.70011844740708
MIR3648	GNG8	0.70011844740708
ANKRD63	GNG8	0.70011844740708
MIR3907	OR6T1	0.715628596437126
SNORD114-20	OR6T1	0.715628596437126
HHEX	OR6T1	0.715628596437126
CRYGB	OR6T1	0.715628596437126
KRT16P1	OR6T1	0.715628596437126
OR7G3	OR6T1	0.715628596437126
CLEC1B	LINC00161	0.890840673049465
LINC00841	LINC00161	0.890840673049465
MB	OR4C45	1
KRTAP11-1	OR4C45	1
MIR514A1	OR4C45	1
SERPINB12	OR4C45	1
SPDYE4	OR4C45	1
HNF1B	OR4C45	0.954468430399774
LYZL4	OR4C45	1
FATE1	OR4C45	1
OR5B3	OR4C45	1
PRAMEF5	OR4C45	1
SPINK1	OR4C45	1
REG3G	OR4C45	1
CCDC148-AS1	OR4C45	1
SPRR2D	OR4C45	1
OR5AR1	OR4C45	1
OR7C1	OR4C45	1
OR8A1	OR4C45	1
GABRR3	OR4C45	0.815625182363095
CLEC9A	OR4C45	1
PRAMEF18	OR4C45	1
PRAMEF19	OR4C45	1
SERPINA11	OR4C45	1
CXCR1	OR4C45	1
LOC340357	OR4C45	1
OR5E1P	OR2T1	1
C20orf78	OR2T1	1
SNORD108	OR2T1	1
ALPPL2	KRTAP5-10	1
C10orf91	KRTAP5-10	1
CD300C	KRTAP5-10	1
HLA-DQA2	KRTAP5-10	1
MIR663B	KRTAP5-10	1
MOGAT2	KRTAP5-10	1
OR4E2	KRTAP5-10	1
OR4K13	KRTAP5-10	1
OR6Y1	KRTAP5-10	1
PCGEM1	KRTAP5-10	1
AA06	KRTAP5-10	1
KRTAP3-1	KRTAP5-10	1
MIR378C	KRTAP5-10	1
NR0B2	KRTAP5-10	1
OR2Y1	KRTAP5-10	1
OR3A3	KRTAP5-10	1
SERPINA5	KRTAP5-10	1
FEZF1-AS1	KRTAP5-10	1
FLJ46300	KRTAP5-10	1
LILRB5	KRTAP5-10	1
HS3ST6	KRTAP5-10	1
OR6C65	KRTAP5-10	1
GJA10	KRTAP5-10	1
MSC	KRTAP5-10	1
PAX2	KRTAP5-10	1
NKX3-2	KRTAP5-10	1
GTSF1L	KRTAP5-10	1
OR56B4	KRTAP5-10	1
MAGEA2	KRTAP5-10	1
C15orf53	KRTAP5-10	1
KRT16P3	KRTAP5-10	1
OR2C3	KRTAP5-10	1
MNX1	KRTAP5-10	1
OR6C74	KRTAP5-10	1
UBASH3A	KRTAP5-10	1
C20orf141	KRTAP5-10	1
LCE6A	KRTAP5-10	1
KRTAP10-2	KRTAP5-10	1
DNAJB8	KRTAP5-10	1
RNF186	KRTAP5-10	0.822726449762986
RDH8	KRTAP5-10	0.819663920856507
SNAR-C3	KRTAP5-10	1
DMRTA2	KRTAP5-10	1
CDX1	KRTAP5-10	0.791730919238942
MRGPRG	KRTAP5-10	1
SNORD116-1	KRTAP5-10	1
OPN1MW	KRTAP5-10	1
CLDN8	KRTAP5-10	1
SLC2A7	KRTAP5-10	1
MBD3L2	KRTAP5-10	1
IFNA7	KRTAP5-10	1
LOC285768	KRTAP5-10	1
C6orf222	KRTAP5-10	1
C11orf21	KRTAP5-10	1
SOHLH1	KRTAP5-10	1
SSTR4	KRTAP5-10	0.760747412543046
KRT32	KRTAP5-10	1
CLEC4F	KRTAP5-10	1
SERPINA12	KRTAP5-10	1
IRG1	KRTAP5-10	1
MAGEB18	KRTAP5-10	1
RBBP8NL	KRTAP5-10	1
C7orf34	KRTAP5-10	1
TWIST2	KRTAP5-10	1
KRT72	KRTAP5-10	0.83560556587303
OR2T35	KRTAP5-10	1
MAS1L	KRTAP5-10	1
LOC340073	KRTAP5-10	1
OR8U1	KRTAP5-10	1
SERPINB11	KRTAP5-10	0.769122231889688
LINC00160	KRTAP5-10	1
CD177	KRTAP5-10	1
FGF19	KRTAP5-10	1
CXCR3	KRTAP5-10	1
TEX19	KRTAP5-10	1
DCAF8L1	KRTAP5-10	0.834989034623217
FOXE3	KRTAP5-10	1
THBD	KRTAP5-10	1
APOA4	KRTAP5-10	1
CCL11	KRTAP5-10	1
MIR3648	KRTAP5-10	1
NLRP7	KRTAP5-10	0.771831494989591
ANKRD63	KRTAP5-10	1
GNG8	KRTAP5-10	0.70011844740708
OXT	BPIFB4	0.962601322645009
ALPPL2	ERVV-2	1
C10orf91	ERVV-2	1
CD300C	ERVV-2	1
HLA-DQA2	ERVV-2	1
MIR663B	ERVV-2	1
MOGAT2	ERVV-2	1
OR4E2	ERVV-2	1
OR4K13	ERVV-2	1
OR6Y1	ERVV-2	1
PCGEM1	ERVV-2	1
AA06	ERVV-2	1
KRTAP3-1	ERVV-2	1
MIR378C	ERVV-2	1
NR0B2	ERVV-2	1
OR2Y1	ERVV-2	1
OR3A3	ERVV-2	1
SERPINA5	ERVV-2	1
FEZF1-AS1	ERVV-2	1
FLJ46300	ERVV-2	1
LILRB5	ERVV-2	1
HS3ST6	ERVV-2	1
OR6C65	ERVV-2	1
GJA10	ERVV-2	1
MSC	ERVV-2	1
PAX2	ERVV-2	1
NKX3-2	ERVV-2	1
GTSF1L	ERVV-2	1
OR56B4	ERVV-2	1
MAGEA2	ERVV-2	1
C15orf53	ERVV-2	1
KRT16P3	ERVV-2	1
OR2C3	ERVV-2	1
MNX1	ERVV-2	1
OR6C74	ERVV-2	1
UBASH3A	ERVV-2	1
C20orf141	ERVV-2	1
LCE6A	ERVV-2	1
KRTAP10-2	ERVV-2	1
DNAJB8	ERVV-2	1
RNF186	ERVV-2	0.822726449762986
RDH8	ERVV-2	0.819663920856507
SNAR-C3	ERVV-2	1
DMRTA2	ERVV-2	1
CDX1	ERVV-2	0.791730919238942
MRGPRG	ERVV-2	1
SNORD116-1	ERVV-2	1
OPN1MW	ERVV-2	1
CLDN8	ERVV-2	1
SLC2A7	ERVV-2	1
MBD3L2	ERVV-2	1
IFNA7	ERVV-2	1
LOC285768	ERVV-2	1
C6orf222	ERVV-2	1
C11orf21	ERVV-2	1
SOHLH1	ERVV-2	1
SSTR4	ERVV-2	0.760747412543046
KRT32	ERVV-2	1
CLEC4F	ERVV-2	1
SERPINA12	ERVV-2	1
IRG1	ERVV-2	1
MAGEB18	ERVV-2	1
RBBP8NL	ERVV-2	1
C7orf34	ERVV-2	1
TWIST2	ERVV-2	1
KRT72	ERVV-2	0.83560556587303
OR2T35	ERVV-2	1
MAS1L	ERVV-2	1
LOC340073	ERVV-2	1
OR8U1	ERVV-2	1
SERPINB11	ERVV-2	0.769122231889688
LINC00160	ERVV-2	1
CD177	ERVV-2	1
FGF19	ERVV-2	1
CXCR3	ERVV-2	1
TEX19	ERVV-2	1
DCAF8L1	ERVV-2	0.834989034623217
FOXE3	ERVV-2	1
THBD	ERVV-2	1
APOA4	ERVV-2	1
CCL11	ERVV-2	1
MIR3648	ERVV-2	1
NLRP7	ERVV-2	0.771831494989591
ANKRD63	ERVV-2	1
GNG8	ERVV-2	0.70011844740708
KRTAP5-10	ERVV-2	1
ALPPL2	TAAR6	1
C10orf91	TAAR6	1
CD300C	TAAR6	1
HLA-DQA2	TAAR6	1
MIR663B	TAAR6	1
MOGAT2	TAAR6	1
OR4E2	TAAR6	1
OR4K13	TAAR6	1
OR6Y1	TAAR6	1
PCGEM1	TAAR6	1
AA06	TAAR6	1
KRTAP3-1	TAAR6	1
MIR378C	TAAR6	1
NR0B2	TAAR6	1
OR2Y1	TAAR6	1
OR3A3	TAAR6	1
SERPINA5	TAAR6	1
FEZF1-AS1	TAAR6	1
FLJ46300	TAAR6	1
LILRB5	TAAR6	1
HS3ST6	TAAR6	1
OR6C65	TAAR6	1
GJA10	TAAR6	1
MSC	TAAR6	1
PAX2	TAAR6	1
NKX3-2	TAAR6	1
GTSF1L	TAAR6	1
OR56B4	TAAR6	1
MAGEA2	TAAR6	1
C15orf53	TAAR6	1
KRT16P3	TAAR6	1
OR2C3	TAAR6	1
MNX1	TAAR6	1
OR6C74	TAAR6	1
UBASH3A	TAAR6	1
C20orf141	TAAR6	1
LCE6A	TAAR6	1
KRTAP10-2	TAAR6	1
DNAJB8	TAAR6	1
RNF186	TAAR6	0.822726449762986
RDH8	TAAR6	0.819663920856507
SNAR-C3	TAAR6	1
DMRTA2	TAAR6	1
CDX1	TAAR6	0.791730919238942
MRGPRG	TAAR6	1
SNORD116-1	TAAR6	1
OPN1MW	TAAR6	1
CLDN8	TAAR6	1
SLC2A7	TAAR6	1
MBD3L2	TAAR6	1
IFNA7	TAAR6	1
LOC285768	TAAR6	1
C6orf222	TAAR6	1
C11orf21	TAAR6	1
SOHLH1	TAAR6	1
SSTR4	TAAR6	0.760747412543046
KRT32	TAAR6	1
CLEC4F	TAAR6	1
SERPINA12	TAAR6	1
IRG1	TAAR6	1
MAGEB18	TAAR6	1
RBBP8NL	TAAR6	1
C7orf34	TAAR6	1
TWIST2	TAAR6	1
KRT72	TAAR6	0.83560556587303
OR2T35	TAAR6	1
MAS1L	TAAR6	1
LOC340073	TAAR6	1
OR8U1	TAAR6	1
SERPINB11	TAAR6	0.769122231889688
LINC00160	TAAR6	1
CD177	TAAR6	1
FGF19	TAAR6	1
CXCR3	TAAR6	1
TEX19	TAAR6	1
DCAF8L1	TAAR6	0.834989034623217
FOXE3	TAAR6	1
THBD	TAAR6	1
APOA4	TAAR6	1
CCL11	TAAR6	1
MIR3648	TAAR6	1
NLRP7	TAAR6	0.771831494989591
ANKRD63	TAAR6	1
GNG8	TAAR6	0.70011844740708
KRTAP5-10	TAAR6	1
ERVV-2	TAAR6	1
DEFA1	SPRR2E	0.851542252365178
DEFA1B	SPRR2E	0.851542252365178
ALPPL2	RGL3	1
C10orf91	RGL3	1
CD300C	RGL3	1
HLA-DQA2	RGL3	1
MIR663B	RGL3	1
MOGAT2	RGL3	1
OR4E2	RGL3	1
OR4K13	RGL3	1
OR6Y1	RGL3	1
PCGEM1	RGL3	1
AA06	RGL3	1
KRTAP3-1	RGL3	1
MIR378C	RGL3	1
NR0B2	RGL3	1
OR2Y1	RGL3	1
OR3A3	RGL3	1
SERPINA5	RGL3	1
FEZF1-AS1	RGL3	1
FLJ46300	RGL3	1
LILRB5	RGL3	1
HS3ST6	RGL3	1
OR6C65	RGL3	1
GJA10	RGL3	1
MSC	RGL3	1
PAX2	RGL3	1
NKX3-2	RGL3	1
GTSF1L	RGL3	1
OR56B4	RGL3	1
MAGEA2	RGL3	1
C15orf53	RGL3	1
KRT16P3	RGL3	1
OR2C3	RGL3	1
MNX1	RGL3	1
OR6C74	RGL3	1
UBASH3A	RGL3	1
C20orf141	RGL3	1
LCE6A	RGL3	1
KRTAP10-2	RGL3	1
DNAJB8	RGL3	1
RNF186	RGL3	0.822726449762986
RDH8	RGL3	0.819663920856508
SNAR-C3	RGL3	1
DMRTA2	RGL3	1
CDX1	RGL3	0.791730919238942
MRGPRG	RGL3	1
SNORD116-1	RGL3	1
OPN1MW	RGL3	1
CLDN8	RGL3	1
SLC2A7	RGL3	1
MBD3L2	RGL3	1
IFNA7	RGL3	1
LOC285768	RGL3	1
C6orf222	RGL3	1
C11orf21	RGL3	1
SOHLH1	RGL3	1
SSTR4	RGL3	0.760747412543046
KRT32	RGL3	1
CLEC4F	RGL3	1
SERPINA12	RGL3	1
IRG1	RGL3	1
MAGEB18	RGL3	1
RBBP8NL	RGL3	1
C7orf34	RGL3	1
TWIST2	RGL3	1
KRT72	RGL3	0.83560556587303
OR2T35	RGL3	1
MAS1L	RGL3	1
LOC340073	RGL3	1
OR8U1	RGL3	1
SERPINB11	RGL3	0.769122231889688
LINC00160	RGL3	1
CD177	RGL3	1
FGF19	RGL3	1
CXCR3	RGL3	1
TEX19	RGL3	1
DCAF8L1	RGL3	0.834989034623217
FOXE3	RGL3	1
THBD	RGL3	1
APOA4	RGL3	1
CCL11	RGL3	1
MIR3648	RGL3	1
NLRP7	RGL3	0.771831494989591
ANKRD63	RGL3	1
GNG8	RGL3	0.70011844740708
KRTAP5-10	RGL3	1
ERVV-2	RGL3	1
TAAR6	RGL3	1
FAM47B	MAFA	0.965855274805101
LINC00229	MAFA	1
HBD	MAFA	1
ALPPL2	C7orf45	1
C10orf91	C7orf45	1
CD300C	C7orf45	1
HLA-DQA2	C7orf45	1
MIR663B	C7orf45	1
MOGAT2	C7orf45	1
OR4E2	C7orf45	1
OR4K13	C7orf45	1
OR6Y1	C7orf45	1
PCGEM1	C7orf45	1
AA06	C7orf45	1
KRTAP3-1	C7orf45	1
MIR378C	C7orf45	1
NR0B2	C7orf45	1
OR2Y1	C7orf45	1
OR3A3	C7orf45	1
SERPINA5	C7orf45	1
FEZF1-AS1	C7orf45	1
FLJ46300	C7orf45	1
LILRB5	C7orf45	1
HS3ST6	C7orf45	1
OR6C65	C7orf45	1
GJA10	C7orf45	1
MSC	C7orf45	1
PAX2	C7orf45	1
NKX3-2	C7orf45	1
GTSF1L	C7orf45	1
OR56B4	C7orf45	1
MAGEA2	C7orf45	1
C15orf53	C7orf45	1
KRT16P3	C7orf45	1
OR2C3	C7orf45	1
MNX1	C7orf45	1
OR6C74	C7orf45	1
UBASH3A	C7orf45	1
C20orf141	C7orf45	1
LCE6A	C7orf45	1
KRTAP10-2	C7orf45	1
DNAJB8	C7orf45	1
RNF186	C7orf45	0.822726449762986
RDH8	C7orf45	0.819663920856508
SNAR-C3	C7orf45	1
DMRTA2	C7orf45	1
CDX1	C7orf45	0.791730919238942
MRGPRG	C7orf45	1
SNORD116-1	C7orf45	1
OPN1MW	C7orf45	1
CLDN8	C7orf45	1
SLC2A7	C7orf45	1
MBD3L2	C7orf45	1
IFNA7	C7orf45	1
LOC285768	C7orf45	1
C6orf222	C7orf45	1
C11orf21	C7orf45	1
SOHLH1	C7orf45	1
SSTR4	C7orf45	0.760747412543046
KRT32	C7orf45	1
CLEC4F	C7orf45	1
SERPINA12	C7orf45	1
IRG1	C7orf45	1
MAGEB18	C7orf45	1
RBBP8NL	C7orf45	1
C7orf34	C7orf45	1
TWIST2	C7orf45	1
KRT72	C7orf45	0.83560556587303
OR2T35	C7orf45	1
MAS1L	C7orf45	1
LOC340073	C7orf45	1
OR8U1	C7orf45	1
SERPINB11	C7orf45	0.769122231889688
LINC00160	C7orf45	1
CD177	C7orf45	1
FGF19	C7orf45	1
CXCR3	C7orf45	1
TEX19	C7orf45	1
DCAF8L1	C7orf45	0.834989034623217
FOXE3	C7orf45	1
THBD	C7orf45	1
APOA4	C7orf45	1
CCL11	C7orf45	1
MIR3648	C7orf45	1
NLRP7	C7orf45	0.771831494989591
ANKRD63	C7orf45	1
GNG8	C7orf45	0.70011844740708
KRTAP5-10	C7orf45	1
ERVV-2	C7orf45	1
TAAR6	C7orf45	1
RGL3	C7orf45	1
FOXD3	NKX2-5	1
SNORD41	FOXD2	1
ALPPL2	OR8B12	0.754691504518664
C10orf91	OR8B12	0.754691504518664
CD300C	OR8B12	0.754691504518664
HLA-DQA2	OR8B12	0.754691504518664
MIR663B	OR8B12	0.754691504518664
MOGAT2	OR8B12	0.754691504518664
OR4E2	OR8B12	0.754691504518664
OR4K13	OR8B12	0.754691504518664
OR6Y1	OR8B12	0.754691504518664
PCGEM1	OR8B12	0.754691504518664
AA06	OR8B12	0.754691504518664
KRTAP3-1	OR8B12	0.754691504518664
MIR378C	OR8B12	0.754691504518664
NR0B2	OR8B12	0.754691504518664
OR2Y1	OR8B12	0.754691504518664
OR3A3	OR8B12	0.754691504518664
SERPINA5	OR8B12	0.754691504518664
FEZF1-AS1	OR8B12	0.754691504518664
FLJ46300	OR8B12	0.754691504518664
LILRB5	OR8B12	0.754691504518664
HS3ST6	OR8B12	0.754691504518664
OR6C65	OR8B12	0.754691504518664
GJA10	OR8B12	0.754691504518664
MSC	OR8B12	0.754691504518664
PAX2	OR8B12	0.754691504518664
NKX3-2	OR8B12	0.754691504518664
GTSF1L	OR8B12	0.754691504518664
OR56B4	OR8B12	0.754691504518664
MAGEA2	OR8B12	0.754691504518664
C15orf53	OR8B12	0.754691504518664
KRT16P3	OR8B12	0.754691504518664
OR2C3	OR8B12	0.754691504518664
MNX1	OR8B12	0.754691504518664
OR6C74	OR8B12	0.754691504518664
UBASH3A	OR8B12	0.754691504518664
C20orf141	OR8B12	0.754691504518664
LCE6A	OR8B12	0.754691504518664
KRTAP10-2	OR8B12	0.754691504518664
DNAJB8	OR8B12	0.754691504518664
SNAR-C3	OR8B12	0.754691504518664
