source	target	weight
OR3A3	C6orf222	1
SERPINA5	C6orf222	1
FEZF1-AS1	C6orf222	1
FLJ46300	C6orf222	1
LILRB5	C6orf222	1
HS3ST6	C6orf222	1
OR6C65	C6orf222	1
GJA10	C6orf222	1
MSC	C6orf222	1
PAX2	C6orf222	1
NKX3-2	C6orf222	1
GTSF1L	C6orf222	1
OR56B4	C6orf222	1
MAGEA2	C6orf222	1
C15orf53	C6orf222	1
KRT16P3	C6orf222	1
OR2C3	C6orf222	1
MNX1	C6orf222	1
OR6C74	C6orf222	1
UBASH3A	C6orf222	1
C20orf141	C6orf222	1
LCE6A	C6orf222	1
KRTAP10-2	C6orf222	1
DNAJB8	C6orf222	1
RNF186	C6orf222	0.822726449762986
RDH8	C6orf222	0.819663920856507
SNAR-C3	C6orf222	1
DMRTA2	C6orf222	1
CDX1	C6orf222	0.791730919238942
MRGPRG	C6orf222	1
SNORD116-1	C6orf222	1
OPN1MW	C6orf222	1
CLDN8	C6orf222	1
SLC2A7	C6orf222	1
MBD3L2	C6orf222	1
IFNA7	C6orf222	1
LOC285768	C6orf222	1
SNORD7	AMN	1
AMELX	AMN	1
ALPPL2	C11orf21	1
C10orf91	C11orf21	1
CD300C	C11orf21	1
HLA-DQA2	C11orf21	1
MIR663B	C11orf21	1
MOGAT2	C11orf21	1
OR4E2	C11orf21	1
OR4K13	C11orf21	1
OR6Y1	C11orf21	1
PCGEM1	C11orf21	1
AA06	C11orf21	1
KRTAP3-1	C11orf21	1
MIR378C	C11orf21	1
NR0B2	C11orf21	1
OR2Y1	C11orf21	1
OR3A3	C11orf21	1
SERPINA5	C11orf21	1
FEZF1-AS1	C11orf21	1
FLJ46300	C11orf21	1
LILRB5	C11orf21	1
HS3ST6	C11orf21	1
OR6C65	C11orf21	1
GJA10	C11orf21	1
MSC	C11orf21	1
PAX2	C11orf21	1
NKX3-2	C11orf21	1
GTSF1L	C11orf21	1
OR56B4	C11orf21	1
MAGEA2	C11orf21	1
C15orf53	C11orf21	1
KRT16P3	C11orf21	1
OR2C3	C11orf21	1
MNX1	C11orf21	1
OR6C74	C11orf21	1
UBASH3A	C11orf21	1
C20orf141	C11orf21	1
LCE6A	C11orf21	1
KRTAP10-2	C11orf21	1
DNAJB8	C11orf21	1
RNF186	C11orf21	0.822726449762986
RDH8	C11orf21	0.819663920856507
SNAR-C3	C11orf21	1
DMRTA2	C11orf21	1
CDX1	C11orf21	0.791730919238942
MRGPRG	C11orf21	1
SNORD116-1	C11orf21	1
OPN1MW	C11orf21	1
CLDN8	C11orf21	1
SLC2A7	C11orf21	1
MBD3L2	C11orf21	1
IFNA7	C11orf21	1
LOC285768	C11orf21	1
C6orf222	C11orf21	1
KRT85	SIT1	0.90631724883747
LOC286442	SIT1	0.90631724883747
LINC00332	SIT1	0.90631724883747
MIR190A	SIT1	0.90631724883747
AMY1C	SIT1	0.821138931735688
TPRX1	SIT1	0.90631724883747
FLJ41350	SIT1	0.90631724883747
NEU2	SIT1	0.90631724883747
SMR3B	SIT1	0.90631724883747
GNGT1	SIT1	0.90631724883747
GNGT2	SIT1	0.90631724883747
MIR3913-2	SIT1	0.90631724883747
PRSS56	SIT1	0.90631724883747
EDDM3B	OR10G9	0.913172204109535
KIF2B	OR10G9	0.913172204109535
DEFB4A	KIR3DL3	0.991736417337616
TTTY22	KIR3DL3	0.991736417337616
BPIFA3	KIR3DL3	0.991736417337616
LINC00359	KIR3DL3	0.991736417337616
OR1L3	KIR3DL3	0.991736417337616
KRT36	KIR3DL3	0.991736417337616
GNG13	KIR3DL3	0.991736417337616
LOC340094	KIR3DL3	0.991736417337616
PDZK1IP1	KIR3DL3	0.991736417337616
LOC732275	KIR3DL3	0.991736417337616
TPPP2	KIR3DL3	0.991736417337616
FFAR1	SDR42E1	0.884943715605401
KRTAP10-7	ATXN3L	1
MIR3668	AKAP4	1
OR13F1	AKAP4	1
DNMT3L	AKAP4	1
LOC100507334	C1orf200	0.961132169736395
CCDC166	C1orf200	0.961132169736395
C17orf105	C1orf200	0.961132169736395
KRT85	KRTAP9-1	0.88940502254744
LOC286442	KRTAP9-1	0.88940502254744
LINC00332	KRTAP9-1	0.889405022547441
MIR190A	KRTAP9-1	0.889405022547441
AMY1C	KRTAP9-1	0.906612374223534
TPRX1	KRTAP9-1	0.88940502254744
FLJ41350	KRTAP9-1	0.88940502254744
NEU2	KRTAP9-1	0.88940502254744
SMR3B	KRTAP9-1	0.88940502254744
GNGT1	KRTAP9-1	0.88940502254744
GNGT2	KRTAP9-1	0.88940502254744
MIR3913-2	KRTAP9-1	0.889405022547441
PRSS56	KRTAP9-1	0.88940502254744
SIT1	KRTAP9-1	0.805646731697032
ALPPL2	SOHLH1	1
C10orf91	SOHLH1	1
CD300C	SOHLH1	1
HLA-DQA2	SOHLH1	1
MIR663B	SOHLH1	1
MOGAT2	SOHLH1	1
OR4E2	SOHLH1	1
OR4K13	SOHLH1	1
OR6Y1	SOHLH1	1
PCGEM1	SOHLH1	1
AA06	SOHLH1	1
KRTAP3-1	SOHLH1	1
MIR378C	SOHLH1	1
NR0B2	SOHLH1	1
OR2Y1	SOHLH1	1
OR3A3	SOHLH1	1
SERPINA5	SOHLH1	1
FEZF1-AS1	SOHLH1	1
FLJ46300	SOHLH1	1
LILRB5	SOHLH1	1
HS3ST6	SOHLH1	1
OR6C65	SOHLH1	1
GJA10	SOHLH1	1
MSC	SOHLH1	1
PAX2	SOHLH1	1
NKX3-2	SOHLH1	1
GTSF1L	SOHLH1	1
OR56B4	SOHLH1	1
MAGEA2	SOHLH1	1
C15orf53	SOHLH1	1
KRT16P3	SOHLH1	1
OR2C3	SOHLH1	1
MNX1	SOHLH1	1
OR6C74	SOHLH1	1
UBASH3A	SOHLH1	1
C20orf141	SOHLH1	1
LCE6A	SOHLH1	1
KRTAP10-2	SOHLH1	1
DNAJB8	SOHLH1	1
RNF186	SOHLH1	0.822726449762986
RDH8	SOHLH1	0.819663920856507
SNAR-C3	SOHLH1	1
DMRTA2	SOHLH1	1
CDX1	SOHLH1	0.791730919238942
MRGPRG	SOHLH1	1
SNORD116-1	SOHLH1	1
OPN1MW	SOHLH1	1
CLDN8	SOHLH1	1
SLC2A7	SOHLH1	1
MBD3L2	SOHLH1	1
IFNA7	SOHLH1	1
LOC285768	SOHLH1	1
C6orf222	SOHLH1	1
C11orf21	SOHLH1	1
MARCO	GTSF1	1
KRT9	GTSF1	1
CCL8	GTSF1	1
FMO9P	GTSF1	1
OR52N1	OR5AC2	1
IL36G	OR5AC2	1
MIR181B2	LOC344887	1
RAB9BP1	LOC344887	1
UGT1A3	LOC344887	1
UGT1A4	LOC344887	1
SPERT	LHX5	1
CDRT7	LHX5	1
ALPPL2	SSTR4	0.760747412543046
C10orf91	SSTR4	0.760747412543046
CD300C	SSTR4	0.760747412543046
HLA-DQA2	SSTR4	0.760747412543046
MIR663B	SSTR4	0.760747412543046
MOGAT2	SSTR4	0.760747412543046
OR4E2	SSTR4	0.760747412543046
OR4K13	SSTR4	0.760747412543046
OR6Y1	SSTR4	0.760747412543046
PCGEM1	SSTR4	0.760747412543046
AA06	SSTR4	0.760747412543046
KRTAP3-1	SSTR4	0.760747412543046
MIR378C	SSTR4	0.760747412543046
NR0B2	SSTR4	0.760747412543046
OR2Y1	SSTR4	0.760747412543046
OR3A3	SSTR4	0.760747412543046
SERPINA5	SSTR4	0.760747412543046
FEZF1-AS1	SSTR4	0.760747412543046
FLJ46300	SSTR4	0.760747412543046
LILRB5	SSTR4	0.760747412543046
HS3ST6	SSTR4	0.760747412543046
OR6C65	SSTR4	0.760747412543046
GJA10	SSTR4	0.760747412543046
MSC	SSTR4	0.760747412543046
PAX2	SSTR4	0.760747412543046
NKX3-2	SSTR4	0.760747412543046
GTSF1L	SSTR4	0.760747412543046
OR56B4	SSTR4	0.760747412543046
MAGEA2	SSTR4	0.760747412543046
C15orf53	SSTR4	0.760747412543046
KRT16P3	SSTR4	0.760747412543046
OR2C3	SSTR4	0.760747412543046
MNX1	SSTR4	0.760747412543046
OR6C74	SSTR4	0.760747412543046
UBASH3A	SSTR4	0.760747412543046
C20orf141	SSTR4	0.760747412543046
LCE6A	SSTR4	0.760747412543046
KRTAP10-2	SSTR4	0.760747412543046
DNAJB8	SSTR4	0.760747412543046
SNAR-C3	SSTR4	0.760747412543046
DMRTA2	SSTR4	0.760747412543046
MRGPRG	SSTR4	0.760747412543046
SNORD116-1	SSTR4	0.760747412543046
OPN1MW	SSTR4	0.760747412543046
CLDN8	SSTR4	0.760747412543046
SLC2A7	SSTR4	0.760747412543046
MBD3L2	SSTR4	0.760747412543046
IFNA7	SSTR4	0.760747412543046
LOC285768	SSTR4	0.760747412543046
C6orf222	SSTR4	0.760747412543046
C11orf21	SSTR4	0.760747412543046
SOHLH1	SSTR4	0.760747412543046
APOBEC1	OR5P2	0.876264246960015
OR4D6	OR5P2	0.876264246960015
BANF2	OR5P2	0.876264246960015
ALPPL2	KRT32	1
C10orf91	KRT32	1
CD300C	KRT32	1
HLA-DQA2	KRT32	1
MIR663B	KRT32	1
MOGAT2	KRT32	1
OR4E2	KRT32	1
OR4K13	KRT32	1
OR6Y1	KRT32	1
PCGEM1	KRT32	1
AA06	KRT32	1
KRTAP3-1	KRT32	1
MIR378C	KRT32	1
NR0B2	KRT32	1
OR2Y1	KRT32	1
OR3A3	KRT32	1
SERPINA5	KRT32	1
FEZF1-AS1	KRT32	1
FLJ46300	KRT32	1
LILRB5	KRT32	1
HS3ST6	KRT32	1
OR6C65	KRT32	1
GJA10	KRT32	1
MSC	KRT32	1
PAX2	KRT32	1
NKX3-2	KRT32	1
GTSF1L	KRT32	1
OR56B4	KRT32	1
MAGEA2	KRT32	1
C15orf53	KRT32	1
KRT16P3	KRT32	1
OR2C3	KRT32	1
MNX1	KRT32	1
OR6C74	KRT32	1
UBASH3A	KRT32	1
C20orf141	KRT32	1
LCE6A	KRT32	1
KRTAP10-2	KRT32	1
DNAJB8	KRT32	1
RNF186	KRT32	0.822726449762986
RDH8	KRT32	0.819663920856507
SNAR-C3	KRT32	1
DMRTA2	KRT32	1
CDX1	KRT32	0.791730919238942
MRGPRG	KRT32	1
SNORD116-1	KRT32	1
OPN1MW	KRT32	1
CLDN8	KRT32	1
SLC2A7	KRT32	1
MBD3L2	KRT32	1
IFNA7	KRT32	1
LOC285768	KRT32	1
C6orf222	KRT32	1
C11orf21	KRT32	1
SOHLH1	KRT32	1
SSTR4	KRT32	0.760747412543046
SNORD105B	PP12613	1
KRT85	OR7C2	1
LOC286442	OR7C2	1
LINC00332	OR7C2	1
MIR190A	OR7C2	1
AMY1C	OR7C2	0.9063406303398
TPRX1	OR7C2	1
FLJ41350	OR7C2	1
NEU2	OR7C2	1
SMR3B	OR7C2	1
GNGT1	OR7C2	1
GNGT2	OR7C2	1
MIR3913-2	OR7C2	1
PRSS56	OR7C2	1
SIT1	OR7C2	0.90631724883747
KRTAP9-1	OR7C2	0.889405022547441
ALPPL2	CLEC4F	1
C10orf91	CLEC4F	1
CD300C	CLEC4F	1
HLA-DQA2	CLEC4F	1
MIR663B	CLEC4F	1
MOGAT2	CLEC4F	1
OR4E2	CLEC4F	1
OR4K13	CLEC4F	1
OR6Y1	CLEC4F	1
PCGEM1	CLEC4F	1
AA06	CLEC4F	1
KRTAP3-1	CLEC4F	1
MIR378C	CLEC4F	1
NR0B2	CLEC4F	1
OR2Y1	CLEC4F	1
OR3A3	CLEC4F	1
SERPINA5	CLEC4F	1
FEZF1-AS1	CLEC4F	1
FLJ46300	CLEC4F	1
LILRB5	CLEC4F	1
HS3ST6	CLEC4F	1
OR6C65	CLEC4F	1
GJA10	CLEC4F	1
MSC	CLEC4F	1
PAX2	CLEC4F	1
NKX3-2	CLEC4F	1
GTSF1L	CLEC4F	1
OR56B4	CLEC4F	1
MAGEA2	CLEC4F	1
C15orf53	CLEC4F	1
KRT16P3	CLEC4F	1
OR2C3	CLEC4F	1
MNX1	CLEC4F	1
OR6C74	CLEC4F	1
UBASH3A	CLEC4F	1
C20orf141	CLEC4F	1
LCE6A	CLEC4F	1
KRTAP10-2	CLEC4F	1
DNAJB8	CLEC4F	1
RNF186	CLEC4F	0.822726449762986
RDH8	CLEC4F	0.819663920856507
SNAR-C3	CLEC4F	1
DMRTA2	CLEC4F	1
CDX1	CLEC4F	0.791730919238942
MRGPRG	CLEC4F	1
SNORD116-1	CLEC4F	1
OPN1MW	CLEC4F	1
CLDN8	CLEC4F	1
SLC2A7	CLEC4F	1
MBD3L2	CLEC4F	1
IFNA7	CLEC4F	1
LOC285768	CLEC4F	1
C6orf222	CLEC4F	1
C11orf21	CLEC4F	1
SOHLH1	CLEC4F	1
SSTR4	CLEC4F	0.760747412543046
KRT32	CLEC4F	1
KRT85	FGF6	1
LOC286442	FGF6	1
LINC00332	FGF6	1
MIR190A	FGF6	1
AMY1C	FGF6	0.9063406303398
TPRX1	FGF6	1
FLJ41350	FGF6	1
NEU2	FGF6	1
SMR3B	FGF6	1
GNGT1	FGF6	1
GNGT2	FGF6	1
MIR3913-2	FGF6	1
PRSS56	FGF6	1
SIT1	FGF6	0.90631724883747
KRTAP9-1	FGF6	0.889405022547441
OR7C2	FGF6	1
KRT85	HNF4A	0.917830331930115
LOC286442	HNF4A	0.917830331930115
LINC00332	HNF4A	0.917830331930116
MIR190A	HNF4A	0.917830331930115
AMY1C	HNF4A	0.831545568034848
TPRX1	HNF4A	0.917830331930115
FLJ41350	HNF4A	0.917830331930115
NEU2	HNF4A	0.917830331930115
SMR3B	HNF4A	0.917830331930116
GNGT1	HNF4A	0.917830331930115
GNGT2	HNF4A	0.917830331930115
MIR3913-2	HNF4A	0.917830331930115
PRSS56	HNF4A	0.917830331930115
SIT1	HNF4A	0.831524069644281
KRTAP9-1	HNF4A	0.815844647797798
OR7C2	HNF4A	0.917830331930116
FGF6	HNF4A	0.917830331930116
SPP2	NUP210P1	1
MIR1-2	NUP210P1	1
HBA2	HBA1	1
ALPPL2	SERPINA12	1
C10orf91	SERPINA12	1
CD300C	SERPINA12	1
HLA-DQA2	SERPINA12	1
MIR663B	SERPINA12	1
MOGAT2	SERPINA12	1
OR4E2	SERPINA12	1
OR4K13	SERPINA12	1
OR6Y1	SERPINA12	1
PCGEM1	SERPINA12	1
AA06	SERPINA12	1
KRTAP3-1	SERPINA12	1
MIR378C	SERPINA12	1
NR0B2	SERPINA12	1
OR2Y1	SERPINA12	1
OR3A3	SERPINA12	1
SERPINA5	SERPINA12	1
FEZF1-AS1	SERPINA12	1
FLJ46300	SERPINA12	1
LILRB5	SERPINA12	1
HS3ST6	SERPINA12	1
OR6C65	SERPINA12	1
GJA10	SERPINA12	1
MSC	SERPINA12	1
PAX2	SERPINA12	1
NKX3-2	SERPINA12	1
GTSF1L	SERPINA12	1
OR56B4	SERPINA12	1
MAGEA2	SERPINA12	1
C15orf53	SERPINA12	1
KRT16P3	SERPINA12	1
OR2C3	SERPINA12	1
MNX1	SERPINA12	1
OR6C74	SERPINA12	1
UBASH3A	SERPINA12	1
C20orf141	SERPINA12	1
LCE6A	SERPINA12	1
KRTAP10-2	SERPINA12	1
DNAJB8	SERPINA12	1
RNF186	SERPINA12	0.822726449762986
RDH8	SERPINA12	0.819663920856508
SNAR-C3	SERPINA12	1
DMRTA2	SERPINA12	1
CDX1	SERPINA12	0.791730919238942
MRGPRG	SERPINA12	1
SNORD116-1	SERPINA12	1
OPN1MW	SERPINA12	1
CLDN8	SERPINA12	1
SLC2A7	SERPINA12	1
MBD3L2	SERPINA12	1
IFNA7	SERPINA12	1
LOC285768	SERPINA12	1
C6orf222	SERPINA12	1
C11orf21	SERPINA12	1
SOHLH1	SERPINA12	1
SSTR4	SERPINA12	0.760747412543046
KRT32	SERPINA12	1
CLEC4F	SERPINA12	1
OR5E1P	SNORD108	1
C20orf78	SNORD108	1
MIR508	PIWIL1	1
DLX5	PIWIL1	1
MIR520E	PIWIL1	1
ALPPL2	IRG1	1
C10orf91	IRG1	1
CD300C	IRG1	1
HLA-DQA2	IRG1	1
MIR663B	IRG1	1
MOGAT2	IRG1	1
OR4E2	IRG1	1
OR4K13	IRG1	1
OR6Y1	IRG1	1
PCGEM1	IRG1	1
AA06	IRG1	1
KRTAP3-1	IRG1	1
MIR378C	IRG1	1
NR0B2	IRG1	1
OR2Y1	IRG1	1
OR3A3	IRG1	1
SERPINA5	IRG1	1
FEZF1-AS1	IRG1	1
FLJ46300	IRG1	1
LILRB5	IRG1	1
HS3ST6	IRG1	1
OR6C65	IRG1	1
GJA10	IRG1	1
MSC	IRG1	1
PAX2	IRG1	1
NKX3-2	IRG1	1
GTSF1L	IRG1	1
OR56B4	IRG1	1
MAGEA2	IRG1	1
C15orf53	IRG1	1
KRT16P3	IRG1	1
OR2C3	IRG1	1
MNX1	IRG1	1
OR6C74	IRG1	1
UBASH3A	IRG1	1
C20orf141	IRG1	1
LCE6A	IRG1	1
KRTAP10-2	IRG1	1
DNAJB8	IRG1	1
RNF186	IRG1	0.822726449762986
RDH8	IRG1	0.819663920856507
SNAR-C3	IRG1	1
DMRTA2	IRG1	1
CDX1	IRG1	0.791730919238942
MRGPRG	IRG1	1
SNORD116-1	IRG1	1
OPN1MW	IRG1	1
CLDN8	IRG1	1
SLC2A7	IRG1	1
MBD3L2	IRG1	1
IFNA7	IRG1	1
LOC285768	IRG1	1
C6orf222	IRG1	1
C11orf21	IRG1	1
SOHLH1	IRG1	1
SSTR4	IRG1	0.760747412543046
KRT32	IRG1	1
CLEC4F	IRG1	1
SERPINA12	IRG1	1
SNORD88C	REG1P	0.788085142111822
LOC285548	REG1P	0.788085142111822
MMP7	REG1P	0.788085142111822
REG1A	REG1P	0.788085142111822
SSTR4	REG1P	0.979466370792967
MB	OR7C1	1
KRTAP11-1	OR7C1	1
MIR514A1	OR7C1	1
SERPINB12	OR7C1	1
SPDYE4	OR7C1	1
HNF1B	OR7C1	0.954468430399774
LYZL4	OR7C1	1
FATE1	OR7C1	1
OR5B3	OR7C1	1
PRAMEF5	OR7C1	1
SPINK1	OR7C1	1
REG3G	OR7C1	1
CCDC148-AS1	OR7C1	1
SPRR2D	OR7C1	1
OR5AR1	OR7C1	1
CD300LF	KRTAP5-11	1
TAAR1	KRTAP5-11	1
PIR-FIGF	PSORS1C2	1
ALPPL2	MAGEB18	1
C10orf91	MAGEB18	1
CD300C	MAGEB18	1
HLA-DQA2	MAGEB18	1
MIR663B	MAGEB18	1
MOGAT2	MAGEB18	1
OR4E2	MAGEB18	1
OR4K13	MAGEB18	1
OR6Y1	MAGEB18	1
PCGEM1	MAGEB18	1
AA06	MAGEB18	1
KRTAP3-1	MAGEB18	1
MIR378C	MAGEB18	1
NR0B2	MAGEB18	1
OR2Y1	MAGEB18	1
OR3A3	MAGEB18	1
SERPINA5	MAGEB18	1
FEZF1-AS1	MAGEB18	1
FLJ46300	MAGEB18	1
LILRB5	MAGEB18	1
HS3ST6	MAGEB18	1
OR6C65	MAGEB18	1
GJA10	MAGEB18	1
MSC	MAGEB18	1
PAX2	MAGEB18	1
NKX3-2	MAGEB18	1
GTSF1L	MAGEB18	1
OR56B4	MAGEB18	1
MAGEA2	MAGEB18	1
C15orf53	MAGEB18	1
KRT16P3	MAGEB18	1
OR2C3	MAGEB18	1
MNX1	MAGEB18	1
OR6C74	MAGEB18	1
UBASH3A	MAGEB18	1
C20orf141	MAGEB18	1
LCE6A	MAGEB18	1
KRTAP10-2	MAGEB18	1
DNAJB8	MAGEB18	1
RNF186	MAGEB18	0.822726449762986
RDH8	MAGEB18	0.819663920856507
SNAR-C3	MAGEB18	1
DMRTA2	MAGEB18	1
CDX1	MAGEB18	0.791730919238942
MRGPRG	MAGEB18	1
SNORD116-1	MAGEB18	1
OPN1MW	MAGEB18	1
CLDN8	MAGEB18	1
SLC2A7	MAGEB18	1
MBD3L2	MAGEB18	1
IFNA7	MAGEB18	1
LOC285768	MAGEB18	1
C6orf222	MAGEB18	1
C11orf21	MAGEB18	1
SOHLH1	MAGEB18	1
SSTR4	MAGEB18	0.760747412543046
KRT32	MAGEB18	1
CLEC4F	MAGEB18	1
SERPINA12	MAGEB18	1
IRG1	MAGEB18	1
GZMK	SERPINB3	1
MIR147B	SERPINB3	1
C1orf68	SERPINB3	1
LCE3C	KRT25	0.926711750446379
SPRR2G	KRT25	0.926711750446379
OR14J1	KRT25	0.926711750446379
LOC100507334	MRGPRD	0.944536060868009
CCDC166	MRGPRD	0.944536060868009
C17orf105	MRGPRD	0.944536060868009
C1orf200	MRGPRD	0.907675110736524
APOBEC1	OR2G6	0.911713912771205
OR4D6	OR2G6	0.911713912771205
BANF2	OR2G6	0.911713912771205
OR5P2	OR2G6	0.91241497180293
GALNTL5	PLA2G2D	1
OR5T1	OR8H1	1
KRTAP12-4	OR8H1	0.874217590568724
MIR3140	OR8H1	1
OR2T2	SLC17A7	0.845297624848794
CD300LF	FRMD1	1
TAAR1	FRMD1	1
KRTAP5-11	FRMD1	1
CXCL10	TBPL2	1
SNORD59B	CRH	0.815496580896694
SPANXA2	CRH	1
ALPPL2	RBBP8NL	1
C10orf91	RBBP8NL	1
CD300C	RBBP8NL	1
HLA-DQA2	RBBP8NL	1
MIR663B	RBBP8NL	1
MOGAT2	RBBP8NL	1
OR4E2	RBBP8NL	1
OR4K13	RBBP8NL	1
OR6Y1	RBBP8NL	1
PCGEM1	RBBP8NL	1
AA06	RBBP8NL	1
KRTAP3-1	RBBP8NL	1
MIR378C	RBBP8NL	1
NR0B2	RBBP8NL	1
OR2Y1	RBBP8NL	1
OR3A3	RBBP8NL	1
SERPINA5	RBBP8NL	1
FEZF1-AS1	RBBP8NL	1
FLJ46300	RBBP8NL	1
LILRB5	RBBP8NL	1
HS3ST6	RBBP8NL	1
OR6C65	RBBP8NL	1
GJA10	RBBP8NL	1
MSC	RBBP8NL	1
PAX2	RBBP8NL	1
NKX3-2	RBBP8NL	1
GTSF1L	RBBP8NL	1
OR56B4	RBBP8NL	1
MAGEA2	RBBP8NL	1
C15orf53	RBBP8NL	1
KRT16P3	RBBP8NL	1
OR2C3	RBBP8NL	1
MNX1	RBBP8NL	1
OR6C74	RBBP8NL	1
UBASH3A	RBBP8NL	1
C20orf141	RBBP8NL	1
LCE6A	RBBP8NL	1
KRTAP10-2	RBBP8NL	1
DNAJB8	RBBP8NL	1
RNF186	RBBP8NL	0.822726449762986
RDH8	RBBP8NL	0.819663920856507
SNAR-C3	RBBP8NL	1
DMRTA2	RBBP8NL	1
CDX1	RBBP8NL	0.791730919238942
MRGPRG	RBBP8NL	1
SNORD116-1	RBBP8NL	1
OPN1MW	RBBP8NL	1
CLDN8	RBBP8NL	1
SLC2A7	RBBP8NL	1
MBD3L2	RBBP8NL	1
IFNA7	RBBP8NL	1
LOC285768	RBBP8NL	1
C6orf222	RBBP8NL	1
C11orf21	RBBP8NL	1
SOHLH1	RBBP8NL	1
SSTR4	RBBP8NL	0.760747412543046
KRT32	RBBP8NL	1
CLEC4F	RBBP8NL	1
SERPINA12	RBBP8NL	1
IRG1	RBBP8NL	1
MAGEB18	RBBP8NL	1
ALPPL2	C7orf34	1
C10orf91	C7orf34	1
CD300C	C7orf34	1
HLA-DQA2	C7orf34	1
MIR663B	C7orf34	1
MOGAT2	C7orf34	1
OR4E2	C7orf34	1
OR4K13	C7orf34	1
OR6Y1	C7orf34	1
PCGEM1	C7orf34	1
AA06	C7orf34	1
KRTAP3-1	C7orf34	1
MIR378C	C7orf34	1
NR0B2	C7orf34	1
OR2Y1	C7orf34	1
OR3A3	C7orf34	1
SERPINA5	C7orf34	1
FEZF1-AS1	C7orf34	1
FLJ46300	C7orf34	1
LILRB5	C7orf34	1
HS3ST6	C7orf34	1
OR6C65	C7orf34	1
GJA10	C7orf34	1
MSC	C7orf34	1
PAX2	C7orf34	1
NKX3-2	C7orf34	1
GTSF1L	C7orf34	1
OR56B4	C7orf34	1
MAGEA2	C7orf34	1
C15orf53	C7orf34	1
KRT16P3	C7orf34	1
OR2C3	C7orf34	1
MNX1	C7orf34	1
OR6C74	C7orf34	1
UBASH3A	C7orf34	1
C20orf141	C7orf34	1
LCE6A	C7orf34	1
KRTAP10-2	C7orf34	1
DNAJB8	C7orf34	1
RNF186	C7orf34	0.822726449762986
RDH8	C7orf34	0.819663920856507
SNAR-C3	C7orf34	1
DMRTA2	C7orf34	1
CDX1	C7orf34	0.791730919238942
MRGPRG	C7orf34	1
SNORD116-1	C7orf34	1
OPN1MW	C7orf34	1
CLDN8	C7orf34	1
SLC2A7	C7orf34	1
MBD3L2	C7orf34	1
IFNA7	C7orf34	1
LOC285768	C7orf34	1
C6orf222	C7orf34	1
C11orf21	C7orf34	1
SOHLH1	C7orf34	1
SSTR4	C7orf34	0.760747412543046
KRT32	C7orf34	1
CLEC4F	C7orf34	1
SERPINA12	C7orf34	1
IRG1	C7orf34	1
MAGEB18	C7orf34	1
RBBP8NL	C7orf34	1
MIR2467	HTR3D	1
PRG1	HTR3D	1
HOXC9	HTR3D	1
ALPPL2	TWIST2	1
C10orf91	TWIST2	1
CD300C	TWIST2	1
HLA-DQA2	TWIST2	1
MIR663B	TWIST2	1
MOGAT2	TWIST2	1
OR4E2	TWIST2	1
OR4K13	TWIST2	1
OR6Y1	TWIST2	1
PCGEM1	TWIST2	1
AA06	TWIST2	1
KRTAP3-1	TWIST2	1
MIR378C	TWIST2	1
NR0B2	TWIST2	1
OR2Y1	TWIST2	1
OR3A3	TWIST2	1
SERPINA5	TWIST2	1
FEZF1-AS1	TWIST2	1
FLJ46300	TWIST2	1
LILRB5	TWIST2	1
HS3ST6	TWIST2	1
OR6C65	TWIST2	1
GJA10	TWIST2	1
MSC	TWIST2	1
PAX2	TWIST2	1
NKX3-2	TWIST2	1
GTSF1L	TWIST2	1
OR56B4	TWIST2	1
MAGEA2	TWIST2	1
C15orf53	TWIST2	1
KRT16P3	TWIST2	1
OR2C3	TWIST2	1
MNX1	TWIST2	1
OR6C74	TWIST2	1
UBASH3A	TWIST2	1
C20orf141	TWIST2	1
LCE6A	TWIST2	1
KRTAP10-2	TWIST2	1
DNAJB8	TWIST2	1
RNF186	TWIST2	0.822726449762986
RDH8	TWIST2	0.819663920856507
SNAR-C3	TWIST2	1
DMRTA2	TWIST2	1
CDX1	TWIST2	0.791730919238942
MRGPRG	TWIST2	1
SNORD116-1	TWIST2	1
OPN1MW	TWIST2	1
CLDN8	TWIST2	1
SLC2A7	TWIST2	1
MBD3L2	TWIST2	1
IFNA7	TWIST2	1
LOC285768	TWIST2	1
C6orf222	TWIST2	1
C11orf21	TWIST2	1
SOHLH1	TWIST2	1
SSTR4	TWIST2	0.760747412543046
KRT32	TWIST2	1
CLEC4F	TWIST2	1
SERPINA12	TWIST2	1
IRG1	TWIST2	1
MAGEB18	TWIST2	1
RBBP8NL	TWIST2	1
C7orf34	TWIST2	1
ALPPL2	KRT72	0.835605565873029
C10orf91	KRT72	0.83560556587303
CD300C	KRT72	0.83560556587303
HLA-DQA2	KRT72	0.83560556587303
MIR663B	KRT72	0.83560556587303
MOGAT2	KRT72	0.83560556587303
OR4E2	KRT72	0.83560556587303
OR4K13	KRT72	0.83560556587303
OR6Y1	KRT72	0.83560556587303
PCGEM1	KRT72	0.83560556587303
AA06	KRT72	0.83560556587303
KRTAP3-1	KRT72	0.83560556587303
MIR378C	KRT72	0.83560556587303
NR0B2	KRT72	0.83560556587303
OR2Y1	KRT72	0.83560556587303
OR3A3	KRT72	0.83560556587303
SERPINA5	KRT72	0.83560556587303
FEZF1-AS1	KRT72	0.83560556587303
FLJ46300	KRT72	0.83560556587303
LILRB5	KRT72	0.83560556587303
HS3ST6	KRT72	0.835605565873029
OR6C65	KRT72	0.83560556587303
