source	target	weight
OR1F2P	P2RX3	1
OR56B1	P2RX3	1
C19orf59	P2RX3	1
OR2T1	P2RX3	1
CREB3L3	P2RX3	1
LINC00442	P2RX3	0.850193317910681
MNX1	LMAN1L	0.902589850636996
SNORD121A	CTLA4	1
OR5B3	CTLA4	1
ITLN2	CTLA4	1
LOC340107	CTLA4	0.963430821792736
MIR502	TAAR2	1
IL1F10	TAAR2	1
KRTAP2-4	TAAR2	1
GLT6D1	TAAR2	1
OR10G2	TAAR2	1
GKN2	TAAR2	1
DLX2	TAAR2	1
PSORS1C2	TAAR2	1
SERPINB3	TAAR2	1
DEFB125	TAAR2	0.917675704211088
LCN8	TAAR2	1
MIR454	SIM1	0.806490191926946
REG3G	SIM1	0.806490191926946
LYZL2	PRLHR	0.738848189239302
TRIM40	KRT16P2	1
KRT16P1	KRT16P2	1
DMRTA2	IFNW1	0.883371367381443
SERPINA9	OR6C1	0.918352622432009
MIR548J	OR6C1	0.918352622432009
REG1B	OR6C1	0.918352622432009
MAGEB5	OR6C1	0.918352622432009
MGC27382	OR6C1	0.918352622432009
LOC154872	OR6C1	0.918352622432009
CCL8	OR6C1	0.918352622432009
SYNPR-AS1	OR6C1	0.918352622432009
GPR141	OR6C1	0.918352622432009
MIR4305	OR6C1	0.918352622432009
GSTA3	OR6C1	0.918352622432009
PLA2G2D	OR6C1	0.78698226515993
OR9G1	OR6C1	0.792394936085141
OR9G9	OR6C1	0.792394936085141
OR2W1	OR6C1	0.918352622432009
OR51D1	OR6C1	0.918352622432009
SLC22A25	OR6C1	0.918352622432009
LINC00347	OR6C1	0.918352622432009
SP8	OR6C1	0.809338207288319
KISS1	POTEA	0.865798288377013
LOC284294	POTEA	0.865798288377013
HBA2	MLIP-IT1	1
MIR5196	C11orf86	0.703384126763905
FAM170A	C11orf86	0.709238114939384
LINC00446	C11orf86	0.703384126763905
RGL3	C11orf86	0.709238114939384
OR4C16	C11orf86	0.703384126763905
PNLIPRP3	CNPY1	0.994420008232111
KRT72	CNPY1	0.994420008232111
SDR42E1	OR4B1	0.919865641053644
C7orf34	OR4B1	0.919865641053644
BDKRB1	AFP	1
MIR4777	AFP	1
STOML3	AFP	1
AFM	AFP	1
MIR626	AFP	1
ANKRD63	AFP	1
CLDN10-AS1	AFP	1
OR2V2	CCDC70	1
SPINK1	CCDC70	1
RAET1L	CCDC70	1
OR6P1	CCDC70	0.76839344750004
MIR3940	CCDC70	1
LINC00474	CCDC70	1
LOC340074	CCDC70	0.986659603301479
AADAC	CCDC70	1
MIR3132	CLDN23	1
MIR216A	LINC00661	1
NAALADL2-AS3	LINC00661	1
SPINK14	LINC00661	1
MAGEB4	LINC00661	1
SMR3B	KLK15	1
GPIHBP1	NLRP6	1
CARD17	LCP2	0.802858330757312
C1orf64	FAM71B	0.74468358068189
PRAMEF21	FAM71B	0.74468358068189
OR5K4	FAM71B	0.74468358068189
OR10G3	SNORD116-22	1
SERPINA9	GRAP2	0.887801072921294
MIR548J	GRAP2	0.887801072921294
REG1B	GRAP2	0.887801072921294
MAGEB5	GRAP2	0.887801072921294
MGC27382	GRAP2	0.887801072921294
LOC154872	GRAP2	0.887801072921294
CCL8	GRAP2	0.887801072921294
SYNPR-AS1	GRAP2	0.887801072921294
GPR141	GRAP2	0.887801072921294
MIR4305	GRAP2	0.887801072921294
GSTA3	GRAP2	0.887801072921294
OR9G1	GRAP2	0.765946078102186
OR9G9	GRAP2	0.765946078102186
OR2W1	GRAP2	0.887801072921294
OR51D1	GRAP2	0.887801072921294
SLC22A25	GRAP2	0.887801072921294
LINC00347	GRAP2	0.887801072921294
SP8	GRAP2	0.782331401372382
OR6C1	GRAP2	0.814906969158061
SERPINA9	SIGLEC12	1
MIR548J	SIGLEC12	1
REG1B	SIGLEC12	1
MAGEB5	SIGLEC12	1
MGC27382	SIGLEC12	1
LOC154872	SIGLEC12	1
CCL8	SIGLEC12	1
SYNPR-AS1	SIGLEC12	1
GPR141	SIGLEC12	1
MIR4305	SIGLEC12	1
GSTA3	SIGLEC12	1
OR52N2	SIGLEC12	0.72524411964182
OR9G1	SIGLEC12	0.863330394173847
OR9G9	SIGLEC12	0.863330394173847
OR2W1	SIGLEC12	1
OR51D1	SIGLEC12	1
SLC22A25	SIGLEC12	1
LINC00347	SIGLEC12	1
SP8	SIGLEC12	0.881748292891549
OR6C1	SIGLEC12	0.918352622432009
GRAP2	SIGLEC12	0.887801072921294
OR6C76	FCER2	1
MIR4315-1	KIRREL3-AS3	1
MIR4315-2	KIRREL3-AS3	1
BPIFB4	KIRREL3-AS3	1
LRIT1	KIRREL3-AS3	1
HSFY1P1	CYP7A1	1
HS3ST4	CYP7A1	1
LYZL1	CYP7A1	0.809304527209552
VN1R10P	CYP7A1	1
OR10G3	OR4X1	1
SNORD116-22	OR4X1	1
MIR105-2	FGG	1
BHLHA9	FGG	1
TEX13A	FGG	1
PSORS1C3	KLHL33	0.845180393018419
TRIM40	GCSAM	1
KRT16P1	GCSAM	1
KRT16P2	GCSAM	1
MIR216A	SYT8	1
NAALADL2-AS3	SYT8	1
SPINK14	SYT8	1
MAGEB4	SYT8	1
LINC00661	SYT8	1
MIR130B	OR9Q1	1
ATXN3L	OR9Q1	1
GCSAML-AS1	OR9Q1	1
SERPINA9	OR5D14	1
MIR548J	OR5D14	1
REG1B	OR5D14	1
MAGEB5	OR5D14	1
MGC27382	OR5D14	1
LOC154872	OR5D14	1
CCL8	OR5D14	1
SYNPR-AS1	OR5D14	1
GPR141	OR5D14	1
MIR4305	OR5D14	1
GSTA3	OR5D14	1
OR52N2	OR5D14	0.72524411964182
OR9G1	OR5D14	0.863330394173847
OR9G9	OR5D14	0.863330394173847
OR2W1	OR5D14	1
OR51D1	OR5D14	1
SLC22A25	OR5D14	1
LINC00347	OR5D14	1
SP8	OR5D14	0.881748292891549
OR6C1	OR5D14	0.918352622432009
GRAP2	OR5D14	0.887801072921294
SIGLEC12	OR5D14	1
C16orf78	KRTAP4-1	1
C1orf68	KRTAP4-1	1
IL22RA1	KRTAP4-1	1
MIR16-2	KRTAP4-1	0.749014706474615
MNX1	FLJ20518	0.900757361543072
LMAN1L	FLJ20518	0.812596160316854
MIR4761	OR51F2	1
LOC401463	OR51F2	1
GDF3	OR10T2	0.752832607197617
LOC158376	OR10T2	0.752832607197617
MIR553	OR10T2	0.752832607197617
OR1S1	OR10T2	0.752832607197617
MIR4295	OR10T2	0.752832607197617
HNF4A	OR10T2	0.752832607197617
PRSS1	OR10T2	0.752832607197617
ACSM2B	OR10T2	0.752832607197617
VGLL1	OR10T2	0.752832607197617
SERPINA4	OR10T2	0.752832607197617
OPN1MW	OR1D2	1
OR6B2	OR1D2	0.872201766562224
MIR502	CPN1	0.84065986829491
IL1F10	CPN1	0.84065986829491
KRTAP2-4	CPN1	0.84065986829491
GLT6D1	CPN1	0.84065986829491
OR10G2	CPN1	0.84065986829491
GKN2	CPN1	0.84065986829491
DLX2	CPN1	0.84065986829491
PSORS1C2	CPN1	0.84065986829491
SERPINB3	CPN1	0.84065986829491
DEFB125	CPN1	0.770971750668254
LCN8	CPN1	0.84065986829491
TAAR2	CPN1	0.84065986829491
MIR1307	PLA2G1B	1
HAO2	PLA2G1B	1
SNORD121A	INSL4	1
OR5B3	INSL4	1
ITLN2	INSL4	1
LOC340107	INSL4	0.963430821792736
CTLA4	INSL4	1
FRMD1	PTGER1	1
CRH	ELSPBP1	1
ASCL4	LY6G6F	0.913267719369144
OSTN	LY6G6F	0.913267719369144
LOC653486	LY6G6F	0.913267719369144
OACYLP	LY6G6F	0.913267719369144
CXorf61	LY6G6F	0.913267719369144
MSMB	NKX2-1	1
BSPH1	NKX2-1	1
OR5D13	NKX2-1	1
LINC00029	NKX2-1	1
TUBA4B	NKX2-1	0.959253899419318
PLA2G2D	NKX2-1	0.876989366189851
LCE2A	NKX2-1	1
LOC100507391	NKX2-1	0.725239769105884
BLK	NKX2-1	1
OR5AR1	OR52A5	1
C7orf66	OR52A5	1
MIR29C	OR52A5	1
POU3F3	CRYBB1	1
MBD3L4	OR4D1	0.730231934922061
MBD3L5	OR4D1	0.730231934922061
MBD3L2	OR4D1	0.730231934922061
TFAP2D	OR4D1	0.730231934922061
LOC284788	OR4D1	0.730231934922061
OR14I1	SPRR2A	1
BANF2	SPRR2A	1
P2RY10	SPRR2A	1
ESM1	OR8B3	1
TLX1NB	OR8B3	0.836652395939794
SATB2-AS1	OR8B3	1
HOXB8	NAA11	1
ACTRT2	NAA11	1
LOC646268	NAA11	0.77999942486983
ESM1	OR10J5	1
TLX1NB	OR10J5	0.836652395939794
SATB2-AS1	OR10J5	1
OR8B3	OR10J5	1
LOC643441	MYH2	1
FEZF2	MYH2	1
CARTPT	SRY	1
SPATA31A2	CDX4	1
PI3	CYP4Z2P	1
SERPINA9	MAGEB6	0.763925521265961
MIR548J	MAGEB6	0.763925521265961
REG1B	MAGEB6	0.763925521265961
MAGEB5	MAGEB6	0.763925521265961
MGC27382	MAGEB6	0.763925521265961
LOC154872	MAGEB6	0.763925521265961
CCL8	MAGEB6	0.763925521265961
SYNPR-AS1	MAGEB6	0.763925521265961
GPR141	MAGEB6	0.763925521265961
MIR4305	MAGEB6	0.763925521265961
GSTA3	MAGEB6	0.763925521265961
OR2W1	MAGEB6	0.763925521265961
OR51D1	MAGEB6	0.763925521265961
SLC22A25	MAGEB6	0.763925521265961
LINC00347	MAGEB6	0.763925521265961
OR6C1	MAGEB6	0.700981668654463
SIGLEC12	MAGEB6	0.763925521265961
OR5D14	MAGEB6	0.763925521265961
MSMB	ALDH3B2	1
BSPH1	ALDH3B2	1
OR5D13	ALDH3B2	1
LINC00029	ALDH3B2	1
TUBA4B	ALDH3B2	0.959253899419318
PLA2G2D	ALDH3B2	0.876989366189851
LCE2A	ALDH3B2	1
LOC100507391	ALDH3B2	0.725239769105884
BLK	ALDH3B2	1
NKX2-1	ALDH3B2	1
LOC284661	CEACAM18	1
SERPINA9	LRRC15	1
MIR548J	LRRC15	1
REG1B	LRRC15	1
MAGEB5	LRRC15	1
MGC27382	LRRC15	1
LOC154872	LRRC15	1
CCL8	LRRC15	1
SYNPR-AS1	LRRC15	1
GPR141	LRRC15	1
MIR4305	LRRC15	1
GSTA3	LRRC15	1
OR52N2	LRRC15	0.72524411964182
OR9G1	LRRC15	0.863330394173847
OR9G9	LRRC15	0.863330394173847
OR2W1	LRRC15	1
OR51D1	LRRC15	1
SLC22A25	LRRC15	1
LINC00347	LRRC15	1
SP8	LRRC15	0.881748292891549
OR6C1	LRRC15	0.918352622432009
GRAP2	LRRC15	0.887801072921294
SIGLEC12	LRRC15	1
OR5D14	LRRC15	1
MAGEB6	LRRC15	0.763925521265961
HSFY1P1	SAG	1
HS3ST4	SAG	1
LYZL1	SAG	0.809304527209552
VN1R10P	SAG	1
CYP7A1	SAG	1
MIR1182	LINC00305	1
SERPINA9	LOC100507600	1
MIR548J	LOC100507600	1
REG1B	LOC100507600	1
MAGEB5	LOC100507600	1
MGC27382	LOC100507600	1
LOC154872	LOC100507600	1
CCL8	LOC100507600	1
SYNPR-AS1	LOC100507600	1
GPR141	LOC100507600	1
MIR4305	LOC100507600	1
GSTA3	LOC100507600	1
OR52N2	LOC100507600	0.72524411964182
OR9G1	LOC100507600	0.863330394173847
OR9G9	LOC100507600	0.863330394173847
OR2W1	LOC100507600	1
OR51D1	LOC100507600	1
SLC22A25	LOC100507600	1
LINC00347	LOC100507600	1
SP8	LOC100507600	0.881748292891549
OR6C1	LOC100507600	0.918352622432009
GRAP2	LOC100507600	0.887801072921294
SIGLEC12	LOC100507600	1
OR5D14	LOC100507600	1
MAGEB6	LOC100507600	0.763925521265961
LRRC15	LOC100507600	1
GH1	ANXA8	1
GH2	ANXA8	1
H2AFB2	OR2AG1	0.743355178019013
SNORD114-26	OR2AG1	0.743355178019013
SNORA35	OR2AG1	0.743355178019013
MIR1207	CLDN25	1
SERPINA9	LOC100093698	1
MIR548J	LOC100093698	1
REG1B	LOC100093698	1
MAGEB5	LOC100093698	1
MGC27382	LOC100093698	1
LOC154872	LOC100093698	1
CCL8	LOC100093698	1
SYNPR-AS1	LOC100093698	1
GPR141	LOC100093698	1
MIR4305	LOC100093698	1
GSTA3	LOC100093698	1
OR52N2	LOC100093698	0.72524411964182
OR9G1	LOC100093698	0.863330394173847
OR9G9	LOC100093698	0.863330394173847
OR2W1	LOC100093698	1
OR51D1	LOC100093698	1
SLC22A25	LOC100093698	1
LINC00347	LOC100093698	1
SP8	LOC100093698	0.881748292891549
OR6C1	LOC100093698	0.918352622432009
GRAP2	LOC100093698	0.887801072921294
SIGLEC12	LOC100093698	1
OR5D14	LOC100093698	1
MAGEB6	LOC100093698	0.763925521265961
LRRC15	LOC100093698	1
LOC100507600	LOC100093698	1
LOC340073	MYOZ2	1
TM4SF5	LOC284798	1
THBD	LOC284798	0.858042675919471
TRIML2	GUCA2B	0.746885002186018
UGT1A5	GUCA2B	0.746885002186018
ASCL4	CLPSL1	0.779551281637746
OSTN	CLPSL1	0.779551281637746
LOC653486	CLPSL1	0.779551281637746
OACYLP	CLPSL1	0.779551281637746
CXorf61	CLPSL1	0.779551281637746
LY6G6F	CLPSL1	0.711368226618705
SUPT20HL2	IDO2	0.985302058057304
PIWIL1	IDO2	0.985302058057304
OR51T1	IDO2	0.985302058057304
PADI4	ACTBL2	0.969674717870274
SNORD121A	SAMD12-AS1	1
OR5B3	SAMD12-AS1	1
ITLN2	SAMD12-AS1	1
LOC340107	SAMD12-AS1	0.963430821792736
CTLA4	SAMD12-AS1	1
INSL4	SAMD12-AS1	1
AHSP	XKR3	1
LOC201651	XKR3	1
EDN2	XKR3	1
COL4A2-AS1	XKR3	1
MIR4263	KRTAP9-3	1
MIR502	OR5W2	0.745687358475286
IL1F10	OR5W2	0.745687358475286
KRTAP2-4	OR5W2	0.745687358475286
GLT6D1	OR5W2	0.745687358475286
OR10G2	OR5W2	0.745687358475286
GKN2	OR5W2	0.745687358475286
DLX2	OR5W2	0.745687358475286
PSORS1C2	OR5W2	0.745687358475286
SERPINB3	OR5W2	0.745687358475286
LCN8	OR5W2	0.745687358475286
TAAR2	OR5W2	0.745687358475286
RGS13	OR5D16	0.720287034377715
SNORD71	PHOX2A	1
HSFY1P1	S100A5	0.700835611500787
HS3ST4	S100A5	0.700835611500787
VN1R10P	S100A5	0.700835611500787
CYP7A1	S100A5	0.700835611500786
SAG	S100A5	0.700835611500787
MIR1307	LOC400558	1
HAO2	LOC400558	1
PLA2G1B	LOC400558	1
ACTN1-AS1	SNORA5B	1
KRTAP10-4	SNORA5B	1
MIR3666	SNORA5B	1
KRTAP10-5	SNORA5B	1
KRTAP10-7	SNORA5B	1
KRTAP10-3	SNORA5B	1
SNORD91B	SNORA5B	1
HTN3	PIP	1
SLC17A9	PIP	0.946080725378325
SLAMF1	PIP	1
MMP26	PIP	1
SIGLEC7	PIP	1
LOC100505545	DEFB134	1
CALML3	OR6C2	1
BDKRB1	KLRG2	1
MIR4777	KLRG2	1
STOML3	KLRG2	1
AFM	KLRG2	1
MIR626	KLRG2	1
ANKRD63	KLRG2	1
CLDN10-AS1	KLRG2	1
AFP	KLRG2	1
FRMD1	LINC00582	1
PTGER1	LINC00582	1
FOXD3	LINC00462	0.753826283449841
RFPL4B	TCF24	0.88441463303553
MIR18A	KLKP1	1
HS3ST6	KLKP1	1
MIR563	KLKP1	1
TMEM174	KLKP1	1
CGB8	KLKP1	1
OR2G6	KLKP1	1
KRT71	KLKP1	1
SNAR-F	KLKP1	1
OR10C1	KRT33B	1
C1orf64	OR5K3	0.834387827677772
PRAMEF21	OR5K3	0.834387827677771
OR5K4	OR5K3	0.834387827677771
OR14I1	SPRR2B	1
BANF2	SPRR2B	1
P2RY10	SPRR2B	1
SPRR2A	SPRR2B	1
MIR1307	LOC283332	1
HAO2	LOC283332	1
PLA2G1B	LOC283332	1
LOC400558	LOC283332	1
MIR2277	UBE2MP1	1
MSMB	KRT38	0.956549645265918
BSPH1	KRT38	0.956549645265918
OR5D13	KRT38	0.956549645265918
LINC00029	KRT38	0.956549645265918
TUBA4B	KRT38	0.917389678216401
PLA2G2D	KRT38	0.838570439838936
LCE2A	KRT38	0.956549645265918
BLK	KRT38	0.956549645265918
NKX2-1	KRT38	0.956549645265918
ALDH3B2	KRT38	0.956549645265918
CHODL-AS1	TMEM244	1
SNORD81	TMEM244	1
CIDEA	LOC285084	1
SNORD121A	LBP	1
OR5B3	LBP	1
ITLN2	LBP	1
LOC340107	LBP	0.963430821792736
CTLA4	LBP	1
INSL4	LBP	1
SAMD12-AS1	LBP	1
SERPINA9	OR1J2	1
MIR548J	OR1J2	1
REG1B	OR1J2	1
MAGEB5	OR1J2	1
MGC27382	OR1J2	1
LOC154872	OR1J2	1
CCL8	OR1J2	1
SYNPR-AS1	OR1J2	1
GPR141	OR1J2	1
MIR4305	OR1J2	1
GSTA3	OR1J2	1
OR52N2	OR1J2	0.72524411964182
OR9G1	OR1J2	0.863330394173847
OR9G9	OR1J2	0.863330394173847
OR2W1	OR1J2	1
OR51D1	OR1J2	1
SLC22A25	OR1J2	1
LINC00347	OR1J2	1
SP8	OR1J2	0.881748292891549
OR6C1	OR1J2	0.918352622432009
GRAP2	OR1J2	0.887801072921294
SIGLEC12	OR1J2	1
OR5D14	OR1J2	1
MAGEB6	OR1J2	0.763925521265961
LRRC15	OR1J2	1
LOC100507600	OR1J2	1
LOC100093698	OR1J2	1
LINC00290	MIR1291	0.806227019633368
MBD3L4	MIRLET7A2	1
MBD3L5	MIRLET7A2	1
MBD3L2	MIRLET7A2	1
TFAP2D	MIRLET7A2	1
LOC284788	MIRLET7A2	1
OR4D1	MIRLET7A2	0.730231934922061
HOXB-AS5	DGAT2L6	0.751888585063055
MIR211	DGAT2L6	0.751888585063055
OR51G2	DGAT2L6	0.751888585063055
MIR642B	DGAT2L6	0.751888585063055
SULT6B1	DGAT2L6	0.751888585063055
OR56A3	DGAT2L6	0.751888585063055
GUCA2A	DGAT2L6	0.751888585063055
C6orf222	DGAT2L6	0.751888585063055
CLEC4F	DGAT2L6	0.751888585063055
MIR4744	DGAT2L6	0.751888585063055
HOXB13	DGAT2L6	0.751888585063055
HSFY1P1	TGIF2LX	1
HS3ST4	TGIF2LX	1
LYZL1	TGIF2LX	0.809304527209552
VN1R10P	TGIF2LX	1
CYP7A1	TGIF2LX	1
SAG	TGIF2LX	1
S100A5	TGIF2LX	0.700835611500786
SERPINA9	HAO1	1
MIR548J	HAO1	1
REG1B	HAO1	1
MAGEB5	HAO1	1
MGC27382	HAO1	1
LOC154872	HAO1	1
CCL8	HAO1	1
SYNPR-AS1	HAO1	1
GPR141	HAO1	1
MIR4305	HAO1	1
GSTA3	HAO1	1
OR52N2	HAO1	0.72524411964182
OR9G1	HAO1	0.863330394173847
OR9G9	HAO1	0.863330394173847
OR2W1	HAO1	1
OR51D1	HAO1	1
SLC22A25	HAO1	1
LINC00347	HAO1	1
SP8	HAO1	0.881748292891549
OR6C1	HAO1	0.918352622432009
GRAP2	HAO1	0.887801072921294
SIGLEC12	HAO1	1
OR5D14	HAO1	1
MAGEB6	HAO1	0.763925521265961
LRRC15	HAO1	1
LOC100507600	HAO1	1
LOC100093698	HAO1	1
OR1J2	HAO1	1
OR1F1	COX4I2	1
HOXB-AS5	C10orf53	0.827673383682225
MIR211	C10orf53	0.827673383682225
OR51G2	C10orf53	0.827673383682225
MIR642B	C10orf53	0.827673383682225
SULT6B1	C10orf53	0.827673383682225
OR56A3	C10orf53	0.827673383682225
GUCA2A	C10orf53	0.827673383682225
C6orf222	C10orf53	0.827673383682225
CLEC4F	C10orf53	0.827673383682225
MIR4744	C10orf53	0.827673383682225
HOXB13	C10orf53	0.827673383682225
HOXB-AS5	OR52E6	1
MIR211	OR52E6	1
OR51G2	OR52E6	1
MIR642B	OR52E6	1
SULT6B1	OR52E6	1
OR56A3	OR52E6	1
GUCA2A	OR52E6	1
C6orf222	OR52E6	1
CLEC4F	OR52E6	1
PRAC	OR52E6	0.817796446173961
MIR4744	OR52E6	1
HOXB13	OR52E6	1
DGAT2L6	OR52E6	0.751888585063055
C10orf53	OR52E6	0.827673383682225
MIR502	SPDYC	1
IL1F10	SPDYC	1
KRTAP2-4	SPDYC	1
GLT6D1	SPDYC	1
OR10G2	SPDYC	1
GKN2	SPDYC	1
DLX2	SPDYC	1
PSORS1C2	SPDYC	1
SERPINB3	SPDYC	1
DEFB125	SPDYC	0.917675704211088
LCN8	SPDYC	1
TAAR2	SPDYC	1
CPN1	SPDYC	0.84065986829491
OR5W2	SPDYC	0.745687358475286
HOXB-AS3	KRTAP12-3	1
ARHGEF38-IT1	KRTAP12-3	1
HOXB7	KRTAP12-3	0.74337354009766
PRDM9	KRTAP12-3	1
C9orf106	KRTAP12-3	1
SERPINA9	TMPRSS11E	1
MIR548J	TMPRSS11E	1
REG1B	TMPRSS11E	1
MAGEB5	TMPRSS11E	1
MGC27382	TMPRSS11E	1
LOC154872	TMPRSS11E	1
CCL8	TMPRSS11E	1
SYNPR-AS1	TMPRSS11E	1
GPR141	TMPRSS11E	1
MIR4305	TMPRSS11E	1
GSTA3	TMPRSS11E	1
OR52N2	TMPRSS11E	0.72524411964182
OR9G1	TMPRSS11E	0.863330394173847
OR9G9	TMPRSS11E	0.863330394173847
OR2W1	TMPRSS11E	1
OR51D1	TMPRSS11E	1
SLC22A25	TMPRSS11E	1
LINC00347	TMPRSS11E	1
SP8	TMPRSS11E	0.881748292891549
OR6C1	TMPRSS11E	0.918352622432009
GRAP2	TMPRSS11E	0.887801072921294
SIGLEC12	TMPRSS11E	1
OR5D14	TMPRSS11E	1
MAGEB6	TMPRSS11E	0.763925521265961
LRRC15	TMPRSS11E	1
LOC100507600	TMPRSS11E	1
LOC100093698	TMPRSS11E	1
OR1J2	TMPRSS11E	1
HAO1	TMPRSS11E	1
SDR42E1	CPA6	0.7765447756941
C7orf34	CPA6	0.7765447756941
OR4B1	CPA6	0.713763990969866
LOC284661	SYNDIG1L	0.840613508519245
CEACAM18	SYNDIG1L	0.840613508519245
C1orf64	XGPY2	1
PRAMEF21	XGPY2	1
OR5K4	XGPY2	1
FAM71B	XGPY2	0.74468358068189
OR5K3	XGPY2	0.834387827677771
C9orf92	MIR3935	1
SNORD121A	OR56A4	1
OR5B3	OR56A4	1
ITLN2	OR56A4	1
LOC340107	OR56A4	0.963430821792736
CTLA4	OR56A4	1
INSL4	OR56A4	1
SAMD12-AS1	OR56A4	1
LBP	OR56A4	1
LINC00421	CCM2L	1
LRRC72	GSTTP1	1
SNORD114-13	SNORA36B	0.78061245199916
MYL4	SOX17	1
C1orf64	LHX8	0.86693303064902
PRAMEF21	LHX8	0.86693303064902
OR5K4	LHX8	0.86693303064902
OR5K3	LHX8	0.722743780737117
XGPY2	LHX8	0.86693303064902
LOC146481	AADACL2	1
GDF3	MYH8	1
LOC158376	MYH8	1
MIR553	MYH8	1
OR1S1	MYH8	1
MIR4295	MYH8	1
HNF4A	MYH8	1
PRSS1	MYH8	1
ACSM2B	MYH8	1
VGLL1	MYH8	1
SERPINA4	MYH8	1
OR10T2	MYH8	0.752832607197617
MIR548I3	MIR548I2	1
SERPINA9	OR5L1	1
MIR548J	OR5L1	1
REG1B	OR5L1	1
MAGEB5	OR5L1	1
MGC27382	OR5L1	1
LOC154872	OR5L1	1
CCL8	OR5L1	1
SYNPR-AS1	OR5L1	1
GPR141	OR5L1	1
MIR4305	OR5L1	1
GSTA3	OR5L1	1
OR52N2	OR5L1	0.72524411964182
OR9G1	OR5L1	0.863330394173847
OR9G9	OR5L1	0.863330394173847
OR2W1	OR5L1	1
OR51D1	OR5L1	1
SLC22A25	OR5L1	1
LINC00347	OR5L1	1
SP8	OR5L1	0.881748292891549
OR6C1	OR5L1	0.918352622432009
GRAP2	OR5L1	0.887801072921294
SIGLEC12	OR5L1	1
OR5D14	OR5L1	1
MAGEB6	OR5L1	0.763925521265961
LRRC15	OR5L1	1
LOC100507600	OR5L1	1
LOC100093698	OR5L1	1
OR1J2	OR5L1	1
HAO1	OR5L1	1
TMPRSS11E	OR5L1	1
NTF3	XG	1
CCL11	XG	1
LINC00469	MACC1-AS1	0.749611340731392
MIR4315-1	CLCNKB	0.860207452080026
MIR4315-2	CLCNKB	0.860207452080026
BPIFB4	CLCNKB	0.860207452080026
LRIT1	CLCNKB	0.860207452080026
KIRREL3-AS3	CLCNKB	0.860207452080026
OR52N1	MIR3685	0.796962354833062
GDF3	CYP4A22	1
LOC158376	CYP4A22	1
MIR553	CYP4A22	1
OR1S1	CYP4A22	1
MIR4295	CYP4A22	1
HNF4A	CYP4A22	1
PRSS1	CYP4A22	1
ACSM2B	CYP4A22	1
VGLL1	CYP4A22	1
SERPINA4	CYP4A22	1
OR10T2	CYP4A22	0.752832607197617
MYH8	CYP4A22	1
